,Issue_ID__c,Resource ID,Resource URL,Reason,Invalid URL label,Invalid URL
39,"Resource_URL::::124::::http://www.elsevier.com/wps/product/cws_home/680682::::Academic Press, 2003, ISBN: 0-12-507060-8",124,https://nanohub.org/resources/124,Invalid URL,"Academic Press, 2003, ISBN: 0-12-507060-8",http://www.elsevier.com/wps/product/cws_home/680682
40,Resource_URL::::132::::http://www.inac.purdue.edu/workshops/One-Day_Mini-Workshop_on_Carbon-Nanotube_FETs::::workshop web site,132,https://nanohub.org/resources/132,Invalid URL,workshop web site,http://www.inac.purdue.edu/workshops/One-Day_Mini-Workshop_on_Carbon-Nanotube_FETs
41,Resource_URL::::2346::::resources/presentations/?tag=bandstructure::::nanoHUB resources related to band structure,2346,https://nanohub.org/resources/2346,Invalid URL,nanoHUB resources related to band structure,resources/presentations/?tag=bandstructure
42,Resource_URL::::843::::/site/resources/2003/08/00843/writing course.jpg::::,843,https://nanohub.org/resources/843,Invalid URL,,/site/resources/2003/08/00843/writing course.jpg
43,Resource_URL::::135::::mailto:bashir@ecn.purdue.edu::::bashir@ecn.purdue.edu,135,https://nanohub.org/resources/135,Invalid URL,bashir@ecn.purdue.edu,mailto:bashir@ecn.purdue.edu
44,Resource_URL::::135::::mailto:malam@ecn.purdue.edu::::malam@ecn.purdue.edu,135,https://nanohub.org/resources/135,Invalid URL,malam@ecn.purdue.edu,mailto:malam@ecn.purdue.edu
45,Resource_URL::::135::::http://www.inac.purdue.edu::::The NASA Insititute for Nanoelectronics and Computing,135,https://nanohub.org/resources/135,Invalid URL,The NASA Insititute for Nanoelectronics and Computing,http://www.inac.purdue.edu
46,Resource_URL::::135::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birck Nanotechnology Center,135,https://nanohub.org/resources/135,Invalid URL,The Birck Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
47,Resource_URL::::135::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10204::::The Bindley Bioscience Center,135,https://nanohub.org/resources/135,Invalid URL,The Bindley Bioscience Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10204
48,Resource_URL::::895::::/tools/sdemon::::SDemon Monte Carlo Simulator,895,https://nanohub.org/resources/895,Invalid URL,SDemon Monte Carlo Simulator,/tools/sdemon
49,Resource_URL::::136::::http://www.iwce.nanohub.org/program.htm::::Eleven different sessions,136,https://nanohub.org/resources/136,Invalid URL,Eleven different sessions,http://www.iwce.nanohub.org/program.htm
50,Resource_URL::::136::::/index.php?option=com_content&task=view&id=236&Itemid=38::::Python tutorial,136,https://nanohub.org/resources/136,Invalid URL,Python tutorial,/index.php?option=com_content&task=view&id=236&Itemid=38
51,Resource_URL::::136::::http://www.enthought.com/::::Enthought,136,https://nanohub.org/resources/136,Invalid URL,Enthought,http://www.enthought.com/
52,Resource_URL::::136::::http://www.ee.byu.edu/faculty/oliphant/::::Travis Oliphant,136,https://nanohub.org/resources/136,Invalid URL,Travis Oliphant,http://www.ee.byu.edu/faculty/oliphant/
53,Resource_URL::::136::::http://www.iwce.nanohub.org/program.htm::::abstracts and presentations,136,https://nanohub.org/resources/136,Invalid URL,abstracts and presentations,http://www.iwce.nanohub.org/program.htm
54,Resource_URL::::136::::/index.php?option=com_content&task=view&id=236&Itemid=38::::Python tutorial,136,https://nanohub.org/resources/136,Invalid URL,Python tutorial,/index.php?option=com_content&task=view&id=236&Itemid=38
55,Resource_URL::::136::::http://www.iwce.nanohub.org/::::IWCE web site,136,https://nanohub.org/resources/136,Invalid URL,IWCE web site,http://www.iwce.nanohub.org/
56,Resource_URL::::753::::http://www.hersam-group.northwestern.edu/molecular-conduction-2004.html::::More info on the workshop...,753,https://nanohub.org/resources/753,Invalid URL,More info on the workshop...,http://www.hersam-group.northwestern.edu/molecular-conduction-2004.html
57,Resource_URL::::138::::/index.php?option=com_content&task=view&id=387::::Introducing the NCN,138,https://nanohub.org/resources/138,Invalid URL,Introducing the NCN,/index.php?option=com_content&task=view&id=387
58,Resource_URL::::138::::/index.php?option=com_content&task=view&id=440::::Public Speaking for Scientists and Engineers,138,https://nanohub.org/resources/138,Invalid URL,Public Speaking for Scientists and Engineers,/index.php?option=com_content&task=view&id=440
59,Resource_URL::::489::::/resources/207/::::MINIMOS,489,https://nanohub.org/resources/489,Invalid URL,MINIMOS,/resources/207/
60,Resource_URL::::140::::/index.php?option=com_content&task=view&id=49::::2003,140,https://nanohub.org/resources/140,Invalid URL,2003,/index.php?option=com_content&task=view&id=49
61,Resource_URL::::140::::/index.php?option=com_content&task=view&id=233::::2004,140,https://nanohub.org/resources/140,Invalid URL,2004,/index.php?option=com_content&task=view&id=233
62,Resource_URL::::140::::/index.php?option=com_content&sectionid=4&task=view&id=463::::(see program),140,https://nanohub.org/resources/140,Invalid URL,(see program),/index.php?option=com_content&sectionid=4&task=view&id=463
63,Resource_URL::::140::::/index.php?option=com_content&sectionid=4&task=view&id=463::::(see program),140,https://nanohub.org/resources/140,Invalid URL,(see program),/index.php?option=com_content&sectionid=4&task=view&id=463
64,Resource_URL::::140::::/index.php?option=com_content&sectionid=4&task=view&id=463::::(see program),140,https://nanohub.org/resources/140,Invalid URL,(see program),/index.php?option=com_content&sectionid=4&task=view&id=463
65,Resource_URL::::140::::mailto:janes@ecn.purdue.edu::::janes@ecn.purdue.edu,140,https://nanohub.org/resources/140,Invalid URL,janes@ecn.purdue.edu,mailto:janes@ecn.purdue.edu
66,Resource_URL::::140::::mailto: gl@ecn.purdue.edu::::gl@ecn.purdue.edu,140,https://nanohub.org/resources/140,Invalid URL,gl@ecn.purdue.edu,mailto: gl@ecn.purdue.edu
67,Resource_URL::::141::::http://www.21stcentury-research.org/::::Purdue 21st Century Center for Excellence,141,https://nanohub.org/resources/141,Invalid URL,Purdue 21st Century Center for Excellence,http://www.21stcentury-research.org/
68,Resource_URL::::142::::http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270::::The Birk  Nanotechnology Center,142,https://nanohub.org/resources/142,Invalid URL,The Birk  Nanotechnology Center,http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270
69,Resource_URL::::142::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,142,https://nanohub.org/resources/142,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
70,Resource_URL::::434::::http://www.ncn.purdue.edu/about/slc::::NCN@Purdue Student Leadership Team,434,https://nanohub.org/resources/434,Invalid URL,NCN@Purdue Student Leadership Team,http://www.ncn.purdue.edu/about/slc
71,Resource_URL::::434::::http://www.inac.purdue.edu/::::The Institute for Nanoelectronics and Computing,434,https://nanohub.org/resources/434,Invalid URL,The Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu/
72,Resource_URL::::146::::http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270::::The Birk  Nanotechnology Center,146,https://nanohub.org/resources/146,Invalid URL,The Birk  Nanotechnology Center,http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270
73,Resource_URL::::146::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,146,https://nanohub.org/resources/146,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
74,Resource_URL::::420::::mailto:ghosha@ecn.purdue.edu::::Avik Ghosh,420,https://nanohub.org/resources/420,Invalid URL,Avik Ghosh,mailto:ghosha@ecn.purdue.edu
75,Resource_URL::::420::::mailto:janes@ecn.purdue.edu::::David Janes,420,https://nanohub.org/resources/420,Invalid URL,David Janes,mailto:janes@ecn.purdue.edu
76,Resource_URL::::420::::mailto:melloch@ecn.purdue.edu::::Michael Melloch,420,https://nanohub.org/resources/420,Invalid URL,Michael Melloch,mailto:melloch@ecn.purdue.edu
77,Resource_URL::::420::::http://www.inac.purdue.edu::::The NASA Insititute for Nanoelectronics and Computing,420,https://nanohub.org/resources/420,Invalid URL,The NASA Insititute for Nanoelectronics and Computing,http://www.inac.purdue.edu
78,"Resource_URL::::420::::https://www-mtl.mit.edu/MSD::::The MARCO/DARPA Focus Center on Materials, Structures, and Devices",420,https://nanohub.org/resources/420,Invalid URL,"The MARCO/DARPA Focus Center on Materials, Structures, and Devices",https://www-mtl.mit.edu/MSD
79,Resource_URL::::147::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,147,https://nanohub.org/resources/147,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
80,Resource_URL::::147::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,147,https://nanohub.org/resources/147,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
81,Resource_URL::::148::::http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270::::The Birk  Nanotechnology Center,148,https://nanohub.org/resources/148,Invalid URL,The Birk  Nanotechnology Center,http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270
82,Resource_URL::::148::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,148,https://nanohub.org/resources/148,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
83,Resource_URL::::149::::http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270::::The Birk  Nanotechnology Center,149,https://nanohub.org/resources/149,Invalid URL,The Birk  Nanotechnology Center,http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270
84,Resource_URL::::149::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,149,https://nanohub.org/resources/149,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
85,Resource_URL::::149::::http://rsfq1.physics.sunysb.edu/~likharev/nano/NanoGiga.pdf::::http://rsfq1.physics.sunysb.edu/~likharev/nano/NanoGiga.pdf,149,https://nanohub.org/resources/149,Invalid URL,http://rsfq1.physics.sunysb.edu/~likharev/nano/NanoGiga.pdf,http://rsfq1.physics.sunysb.edu/~likharev/nano/NanoGiga.pdf
86,Resource_URL::::150::::http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270::::The Birk  Nanotechnology Center,150,https://nanohub.org/resources/150,Invalid URL,The Birk  Nanotechnology Center,http://discoverypark.e-enterprise.purdue.edu/wps/portal/.cmd/cs/.ce/155/.s/4270/_s.155/4270
87,Resource_URL::::150::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,150,https://nanohub.org/resources/150,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
88,Resource_URL::::151::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk Nanotechnology Center,151,https://nanohub.org/resources/151,Invalid URL,The Birk Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
89,Resource_URL::::151::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,151,https://nanohub.org/resources/151,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
90,Resource_URL::::152::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,152,https://nanohub.org/resources/152,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
91,Resource_URL::::152::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,152,https://nanohub.org/resources/152,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
92,Resource_URL::::153::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,153,https://nanohub.org/resources/153,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
93,Resource_URL::::153::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,153,https://nanohub.org/resources/153,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
94,Resource_URL::::154::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,154,https://nanohub.org/resources/154,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
95,Resource_URL::::154::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,154,https://nanohub.org/resources/154,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
96,Resource_URL::::155::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,155,https://nanohub.org/resources/155,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
97,Resource_URL::::155::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,155,https://nanohub.org/resources/155,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
98,Resource_URL::::156::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,156,https://nanohub.org/resources/156,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
99,Resource_URL::::156::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,156,https://nanohub.org/resources/156,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
100,Resource_URL::::157::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,157,https://nanohub.org/resources/157,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
101,Resource_URL::::157::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,157,https://nanohub.org/resources/157,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
102,Resource_URL::::158::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,158,https://nanohub.org/resources/158,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
103,Resource_URL::::158::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,158,https://nanohub.org/resources/158,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
104,Resource_URL::::159::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,159,https://nanohub.org/resources/159,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
105,Resource_URL::::159::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,159,https://nanohub.org/resources/159,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
106,Resource_URL::::160::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,160,https://nanohub.org/resources/160,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
107,Resource_URL::::160::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,160,https://nanohub.org/resources/160,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
108,Resource_URL::::161::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,161,https://nanohub.org/resources/161,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
109,Resource_URL::::161::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,161,https://nanohub.org/resources/161,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
110,Resource_URL::::162::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,162,https://nanohub.org/resources/162,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
111,Resource_URL::::162::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,162,https://nanohub.org/resources/162,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
112,Resource_URL::::163::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,163,https://nanohub.org/resources/163,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
113,Resource_URL::::163::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,163,https://nanohub.org/resources/163,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
114,Resource_URL::::164::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,164,https://nanohub.org/resources/164,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
115,Resource_URL::::164::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,164,https://nanohub.org/resources/164,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
116,Resource_URL::::1182::::http://widget.ecn.purdue.edu/~CTRC/::::Cooling Technologies Research Center,1182,https://nanohub.org/resources/1182,Invalid URL,Cooling Technologies Research Center,http://widget.ecn.purdue.edu/~CTRC/
117,Resource_URL::::1182::::http://widget.ecn.purdue.edu/~eclweb/ecl.html::::Electronics Cooling Laboratory,1182,https://nanohub.org/resources/1182,Invalid URL,Electronics Cooling Laboratory,http://widget.ecn.purdue.edu/~eclweb/ecl.html
118,Resource_URL::::1182::::http://widget.ecn.purdue.edu/~eclweb/solid.html::::Solidification Heat Transfer Laboratory,1182,https://nanohub.org/resources/1182,Invalid URL,Solidification Heat Transfer Laboratory,http://widget.ecn.purdue.edu/~eclweb/solid.html
119,Resource_URL::::1182::::http://www.ncn.purdue.edu/about/slc::::NCN@Purdue Student Leadership Team,1182,https://nanohub.org/resources/1182,Invalid URL,NCN@Purdue Student Leadership Team,http://www.ncn.purdue.edu/about/slc
120,Resource_URL::::1182::::http://www.inac.purdue.edu/::::The Institute for Nanoelectronics and Computing,1182,https://nanohub.org/resources/1182,Invalid URL,The Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu/
121,Resource_URL::::446::::http://www.virlab.virginia.edu/VL/home.htm::::Virtual Science Lab,446,https://nanohub.org/resources/446,Invalid URL,Virtual Science Lab,http://www.virlab.virginia.edu/VL/home.htm
122,Resource_URL::::2048::::http://www.ncn.purdue.edu/about/slc::::NCN@Purdue Student Leadership Team,2048,https://nanohub.org/resources/2048,Invalid URL,NCN@Purdue Student Leadership Team,http://www.ncn.purdue.edu/about/slc
123,Resource_URL::::2048::::http://www.inac.purdue.edu/::::The Institute for Nanoelectronics and Computing,2048,https://nanohub.org/resources/2048,Invalid URL,The Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu/
124,Resource_URL::::169::::http://min.ecn.purdue.edu/~ee656::::Course Information Website,169,https://nanohub.org/resources/169,Invalid URL,Course Information Website,http://min.ecn.purdue.edu/~ee656
125,Resource_URL::::170::::http://discoverypark.purdue.edu/wps/portal/Nanotechnology::::The Birk  Nanotechnology Center,170,https://nanohub.org/resources/170,Invalid URL,The Birk  Nanotechnology Center,http://discoverypark.purdue.edu/wps/portal/Nanotechnology
126,Resource_URL::::170::::http://discoverypark.purdue.edu/wps/portal/Bioscience::::The Bindley Bioscience Center,170,https://nanohub.org/resources/170,Invalid URL,The Bindley Bioscience Center,http://discoverypark.purdue.edu/wps/portal/Bioscience
127,Resource_URL::::170::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,170,https://nanohub.org/resources/170,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
128,Resource_URL::::171::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,171,https://nanohub.org/resources/171,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
129,Resource_URL::::171::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10204::::The Bindley Bioscience Center,171,https://nanohub.org/resources/171,Invalid URL,The Bindley Bioscience Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10204
130,Resource_URL::::171::::http://www.inac.purdue.edu::::The NASA Institute for Nanoelectronics and Computing,171,https://nanohub.org/resources/171,Invalid URL,The NASA Institute for Nanoelectronics and Computing,http://www.inac.purdue.edu
131,Resource_URL::::172::::http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680::::The Birk  Nanotechnology Center,172,https://nanohub.org/resources/172,Invalid URL,The Birk  Nanotechnology Center,http://fred.e-enterprise.purdue.edu/wps/portal/_s.155/10680
